botid; date; time; press; nit; chl; l12; d12
#; mmddyy; hhmmss; dbar; umol/kg; ug/l; mg C/m3; mg C/m3
900210007;21998;-9;25;-9;0.08;4.907;0.147
900210006;21998;-9;45;-9;0.08;4.23;0.133
900210005;21998;-9;75;-9;0.18;3.39;0.14
900210004;21998;-9;100;-9;0.28;2.443;0.073
900210003;21998;-9;125;-9;0.13;0.467;0.07
910200124;31798;165654;4.9;0;-9;-9;-9
910200123;31798;165320;110.7;0.13;-9;-9;-9
910200224;31798;200206;5;0;-9;-9;-9
910200223;31798;200036;24.5;0;-9;-9;-9
910200222;31798;195736;66.7;0;-9;-9;-9
910200221;31798;195535;124.2;0.11;-9;-9;-9
910200220;31798;195351;175;2.3;-9;-9;-9
910200219;31798;195134;249;4.97;-9;-9;-9
910200515;31898;35431;208.7;3.1;-9;-9;-9
910200514;31898;35307;225.3;4.43;-9;-9;-9
910200513;31898;35157;236;5.45;-9;-9;-9
910200512;31898;35051;248.4;6.27;-9;-9;-9
910200511;31898;34917;272.9;8.39;-9;-9;-9
910200510;31898;34801;299.9;9.91;-9;-9;-9
910200622;31898;70348;4.1;0;0.06;-9;-9
910200621;31898;70238;14.8;0;0.07;-9;-9
910200619;31898;70122;25.7;0;0.07;-9;-9
910200618;31898;70002;34.9;0;0.08;-9;-9
910200617;31898;65852;44.9;0;0.09;-9;-9
910200616;31898;65732;59.7;0;0.11;-9;-9
910200615;31898;65612;74.6;0.01;0.14;-9;-9
910200614;31898;65502;85;0.01;0.17;-9;-9
910200613;31898;65358;94.5;0.02;0.27;-9;-9
910200612;31898;65252;105.1;0.08;0.27;-9;-9
910200611;31898;65138;114.7;0.23;0.2;-9;-9
910200610;31898;65032;124.6;0.2;0.2;-9;-9
910200609;31898;64922;134.1;0.25;0.18;-9;-9
910200608;31898;64808;149.3;0.26;0.13;-9;-9
910200607;31898;64702;159.7;-9;0.08;-9;-9
910200606;31898;64548;174.8;1.81;0.05;-9;-9
910200604;31898;64308;200.8;2.83;0.02;-9;-9
910201218;31998;65853;4.4;-9;0.06;-9;-9
910201215;31998;65633;24.5;-9;0.07;-9;-9
910201211;31998;65129;74.5;-9;0.17;-9;-9
910201208;31998;64859;99.3;-9;0.26;-9;-9
910201206;31998;64639;124.4;-9;0.14;-9;-9
910201204;31998;64423;150.3;-9;0.1;-9;-9
910201203;31998;64303;174.4;-9;0.06;-9;-9
910210008;31898;-9;5;-9;0.08;7.813;0.12
910210007;31898;-9;25;-9;0.07;6.45;0.19
910210006;31898;-9;45;-9;-9;5.53;0.2
910210005;31898;-9;75;-9;0.19;4.097;0.1
910210004;31898;-9;100;-9;0.21;2.3;0.07
910210003;31898;-9;125;-9;0.12;0.57;0.07
910210002;31898;-9;150;-9;0.09;0.227;0.067
910210001;31898;-9;175;-9;0.07;0.117;0.073
920200224;41498;174006;3.6;0;-9;-9;-9
920200223;41498;173821;51.7;0;-9;-9;-9
920200222;41498;173646;97.3;0.01;-9;-9;-9
920200221;41498;173502;120.2;0.27;-9;-9;-9
920200220;41498;173257;181.6;1.94;-9;-9;-9
920200219;41498;173018;247.8;5.2;-9;-9;-9
920200218;41498;172831;278.7;6.76;-9;-9;-9
920200324;41498;223551;9.7;0;-9;-9;-9
920200515;41598;35905;213.8;3.22;-9;-9;-9
920200514;41598;35735;223.6;3.81;-9;-9;-9
920200513;41598;35619;235.9;4.85;-9;-9;-9
920200512;41598;35503;250.6;5.75;-9;-9;-9
920200511;41598;35333;275.9;6.88;-9;-9;-9
920200510;41598;35203;297.6;8.77;-9;-9;-9
920200622;41598;70718;5.1;0;0.1;-9;-9
920200621;41598;70618;14.1;0.01;0.1;-9;-9
920200619;41598;70502;25.1;0.01;0.11;-9;-9
920200618;41598;70404;34.1;0;0.1;-9;-9
920200617;41598;70304;45.5;0.01;0.11;-9;-9
920200616;41598;70148;60.3;0.01;0.12;-9;-9
920200615;41598;70034;74.3;0.01;0.11;-9;-9
920200614;41598;65920;84.6;0.01;0.11;-9;-9
920200613;41598;65818;94.1;0;0.18;-9;-9
920200612;41598;65718;104.3;0;0.27;-9;-9
920200611;41598;65618;114.2;0.1;0.15;-9;-9
920200610;41598;65518;124.9;0.06;0.13;-9;-9
920200608;41598;65318;148.8;0.12;0.16;-9;-9
920200606;41598;65104;177.1;0.21;0.12;-9;-9
920200604;41598;64748;205.1;2.35;0.03;-9;-9
920201310;41698;70249;4.9;-9;0.1;-9;-9
920201308;41698;70003;44.9;-9;0.1;-9;-9
920201307;41698;65835;73.7;-9;0.12;-9;-9
920201306;41698;65649;99.5;-9;0.15;-9;-9
920201305;41698;65519;126.5;-9;0.23;-9;-9
920201304;41698;65403;151.6;-9;0.12;-9;-9
920201303;41698;65233;178.3;-9;0.07;-9;-9
920210008;41598;-9;5;-9;0.1;6.963;0.16
920210007;41598;-9;25;-9;0.1;6.577;0.153
920210006;41598;-9;45;-9;0.1;6.523;0.187
920210005;41598;-9;75;-9;0.12;3.43;0.15
920210004;41598;-9;100;-9;0.25;3.643;0.087
920210003;41598;-9;125;-9;0.14;0.573;0.095
920210002;41598;-9;150;-9;0.11;0.323;0.087
930200224;51298;191504;5.2;0;-9;-9;-9
930200223;51298;191333;50;0;-9;-9;-9
930200222;51298;191218;92.5;0.01;-9;-9;-9
930200221;51298;191048;126.2;0.08;-9;-9;-9
930200220;51298;190903;169;0.87;-9;-9;-9
930200219;51298;190748;200;1.66;-9;-9;-9
930200218;51298;190619;249.3;4.74;-9;-9;-9
930200217;51298;190503;275.7;7.36;-9;-9;-9
930200514;51398;35123;225.4;2.06;-9;-9;-9
930200513;51398;35020;236.6;2.53;-9;-9;-9
930200512;51398;34908;252.8;3.34;-9;-9;-9
930200511;51398;34744;277.4;5.61;-9;-9;-9
930200510;51398;34634;298.7;7.23;-9;-9;-9
930200622;51398;70747;4.4;0;0.06;-9;-9
930200621;51398;70623;14.8;0;0.07;-9;-9
930200619;51398;70453;24.9;0;0.08;-9;-9
930200618;51398;70348;35.1;0.01;-9;-9;-9
930200617;51398;70242;44.7;0;0.09;-9;-9
930200616;51398;70122;59.8;0.01;0.11;-9;-9
930200615;51398;70007;74.6;0.01;0.11;-9;-9
930200614;51398;65852;85.8;0.01;0.16;-9;-9
930200613;51398;65746;94.7;0.01;0.18;-9;-9
930200612;51398;65634;104.8;0.02;0.24;-9;-9
930200611;51398;65527;115.4;0.02;0.24;-9;-9
930200610;51398;65422;125.2;0.06;0.25;-9;-9
930200609;51398;65312;134.1;0.4;0.22;-9;-9
930200608;51398;65151;151;0.86;0.11;-9;-9
930200607;51398;65043;160.1;-9;0.09;-9;-9
930200606;51398;64926;174.8;1.41;0.09;-9;-9
930200604;51398;64647;201.9;2.02;0.05;-9;-9
930201413;51498;95247;4.6;-9;0.06;-9;-9
930201411;51498;95120;24.8;-9;0.07;-9;-9
930201410;51498;95110;24.7;-9;0.07;-9;-9
930201409;51498;94958;44.2;-9;0.08;-9;-9
930201408;51498;94834;74.6;-9;0.09;-9;-9
930201407;51498;94712;101.1;-9;0.15;-9;-9
930201406;51498;94553;125.9;-9;0.25;-9;-9
930201405;51498;94439;149.4;-9;0.15;-9;-9
930201404;51498;94312;176.5;-9;0.09;-9;-9
930201403;51498;94142;204.8;-9;0.07;-9;-9
930210008;51398;-9;5;-9;0.07;7.56;0.117
930210007;51398;-9;25;-9;0.09;6.577;0.16
930210006;51398;-9;45;-9;0.13;7.313;0.177
930210005;51398;-9;75;-9;0.15;4.577;0.115
930210004;51398;-9;100;-9;0.21;2.657;0.093
930210003;51398;-9;125;-9;0.22;1.043;0.14
930210002;51398;-9;150;-9;0.1;0.267;0.1
930210001;51398;-9;175;-9;0.1;0.1;0.123
940200124;61698;231119;5;0.01;-9;-9;-9
940200123;61698;230856;77.1;0.01;-9;-9;-9
940200224;61798;51914;5.2;0.01;-9;-9;-9
940200223;61798;51725;47.8;0;-9;-9;-9
940200222;61798;51559;84.8;0;-9;-9;-9
940200221;61798;51439;115.2;0;-9;-9;-9
940200220;61798;51249;174.8;1.43;-9;-9;-9
940200219;61798;51039;243.9;4.37;-9;-9;-9
940200322;61798;81229;5.6;0;0.07;-9;-9
940200321;61798;81124;14.9;0;0.07;-9;-9
940200319;61798;80949;25.3;0;0.07;-9;-9
940200318;61798;80829;35.7;0;0.07;-9;-9
940200317;61798;80724;45.9;0;0.07;-9;-9
940200316;61798;80609;60.4;0;0.1;-9;-9
940200315;61798;80449;74.7;0;0.14;-9;-9
940200314;61798;80329;84.9;0;0.17;-9;-9
940200313;61798;80219;95.1;0;0.21;-9;-9
940200312;61798;80109;105.4;0.01;0.25;-9;-9
940200311;61798;75959;115.9;0.01;0.29;-9;-9
940200310;61798;75849;125.8;0.1;0.22;-9;-9
940200309;61798;75739;135.5;0.56;0.14;-9;-9
940200308;61798;75624;150.4;0.85;0.09;-9;-9
940200307;61798;75504;160;1.03;-9;-9;-9
940200306;61798;75344;175.4;-9;0.04;-9;-9
940200304;61798;75059;202.1;1.9;0.02;-9;-9
940200414;61798;105239;225.7;2.19;-9;-9;-9
940200413;61798;105139;235.7;3.05;-9;-9;-9
940200412;61798;105029;250.4;4.79;-9;-9;-9
940200411;61798;104914;274.8;8.25;-9;-9;-9
940200410;61798;104759;299.8;9.33;-9;-9;-9
940201112;61898;75255;5.4;-9;0.06;-9;-9
940201110;61898;75119;25.2;-9;0.08;-9;-9
940201109;61898;74940;45.2;-9;0.13;-9;-9
940201108;61898;74755;75.1;-9;0.2;-9;-9
940201107;61898;74610;99.6;-9;0.21;-9;-9
940201106;61898;74430;126.2;-9;0.26;-9;-9
940201105;61898;74319;133;-9;0.23;-9;-9
940201104;61898;74150;152;-9;0.09;-9;-9
940201103;61898;74014;175.7;-9;0.03;-9;-9
940210008;61798;-9;5;-9;0.07;6.377;0.203
940210007;61798;-9;25;-9;0.07;7.4;0.193
940210006;61798;-9;45;-9;0.07;7.037;0.205
940210005;61798;-9;75;-9;0.13;4.963;0.18
940210004;61798;-9;100;-9;0.23;3.023;0.103
940210003;61798;-9;125;-9;0.25;1.287;0.067
940210002;61798;-9;150;-9;0.11;0.37;0.067
940210001;61798;-9;175;-9;0.05;0.073;0.067
950200124;71598;23347;5.7;0;-9;-9;-9
950200224;71598;50754;5.1;0;-9;-9;-9
950200223;71598;50621;30.2;0;-9;-9;-9
950200222;71598;50459;55.5;0.01;-9;-9;-9
950200221;71598;50346;74.7;0;-9;-9;-9
950200220;71598;50247;82;0;-9;-9;-9
950200219;71598;50109;129.5;0.91;-9;-9;-9
950200218;71598;45853;208.6;3.53;-9;-9;-9
950200322;71598;80955;5.6;0.01;0.09;-9;-9
950200321;71598;80831;14.5;0;0.08;-9;-9
950200319;71598;80700;25.3;0;0.08;-9;-9
950200318;71598;80543;36;0;0.08;-9;-9
950200317;71598;80427;45.2;0;0.11;-9;-9
950200316;71598;80304;61.1;0.01;0.12;-9;-9
950200315;71598;80131;75.6;0.01;0.14;-9;-9
950200314;71598;80002;84.8;0.02;0.16;-9;-9
950200313;71598;75850;95.7;0.01;0.17;-9;-9
950200312;71598;75728;105.4;0.02;0.21;-9;-9
950200311;71598;75600;114.9;0.02;0.22;-9;-9
950200310;71598;75436;125.4;0.21;0.24;-9;-9
950200309;71598;75310;135.6;0.65;0.23;-9;-9
950200308;71598;75137;150.8;1.13;0.17;-9;-9
950200306;71598;74836;174.5;1.91;0.09;-9;-9
950200304;71598;74556;200.6;2.51;0.04;-9;-9
950200415;71598;105812;210.2;4.17;-9;-9;-9
950200414;71598;105648;224.9;3.76;-9;-9;-9
950200413;71598;105534;234.6;4.57;-9;-9;-9
950200412;71598;105410;249.7;6.32;-9;-9;-9
950200411;71598;105233;275.4;8.73;-9;-9;-9
950201120;71698;80007;4.6;-9;0.09;-9;-9
950201117;71698;75814;24.5;-9;0.09;-9;-9
950201115;71698;75634;45;-9;0.09;-9;-9
950201113;71698;75434;75.2;-9;0.13;-9;-9
950201111;71698;75243;99;-9;0.16;-9;-9
950201109;71698;75046;124.8;-9;0.23;-9;-9
950201107;71698;74930;130.1;-9;0.23;-9;-9
950201105;71698;74746;149.6;-9;0.14;-9;-9
950201103;71698;74551;175.5;-9;0.06;-9;-9
950210008;71598;-9;5;-9;0.09;8.993;0.17
950210007;71598;-9;25;-9;0.08;8.533;0.18
950210006;71598;-9;45;-9;0.08;6.89;0.137
950210005;71598;-9;75;-9;0.13;4.123;0.117
950210004;71598;-9;100;-9;0.19;2.477;0.057
950210003;71598;-9;125;-9;0.2;1.15;0.04
950210002;71598;-9;150;-9;0.08;0.197;0.033
950210001;71598;-9;175;-9;0.03;0.047;0.033
960200215;81098;35855;210.5;1.92;-9;-9;-9
960200214;81098;35730;225.3;3.09;-9;-9;-9
960200213;81098;35615;235.3;3.88;-9;-9;-9
960200212;81098;35450;250;5.39;-9;-9;-9
960200211;81098;35312;275.4;7.12;-9;-9;-9
960200322;81098;70726;5.3;0;0.14;-9;-9
960200321;81098;70615;15.1;0.01;0.14;-9;-9
960200319;81098;70450;25.8;0.01;0.29;-9;-9
960200318;81098;70335;35.5;0;0.17;-9;-9
960200317;81098;70222;46.1;0.01;0.16;-9;-9
960200316;81098;70050;60.6;0;0.15;-9;-9
960200315;81098;65930;75.1;0;0.18;-9;-9
960200314;81098;65820;85.3;0;0.21;-9;-9
960200313;81098;65701;95.2;0;0.18;-9;-9
960200312;81098;65550;105.6;0.1;0.21;-9;-9
960200311;81098;65440;114.7;0.22;0.18;-9;-9
960200310;81098;65330;125.4;0.57;0.15;-9;-9
960200309;81098;65151;136.3;0.74;0.15;-9;-9
960200308;81098;65020;150.2;0.53;-9;-9;-9
960200306;81098;64755;176;1.81;0.04;-9;-9
960200304;81098;64516;199.7;2.22;0.01;-9;-9
960201223;81198;111112;6.6;-9;0.17;-9;-9
960201222;81198;110950;15.5;-9;0.19;-9;-9
960201220;81198;110827;25.6;-9;0.21;-9;-9
960201219;81198;110820;25.7;-9;0.23;-9;-9
960201218;81198;110705;35.8;-9;0.17;-9;-9
960201216;81198;110545;46.2;-9;0.13;-9;-9
960201214;81198;110346;76.8;-9;0.16;-9;-9
960201212;81198;110201;90.3;-9;0.21;-9;-9
960201210;81198;110036;99.8;-9;0.18;-9;-9
960201208;81198;105851;124.1;-9;0.1;-9;-9
960201206;81198;105706;153.1;-9;0.05;-9;-9
960201204;81198;105521;176.4;-9;0.02;-9;-9
960201324;81198;152154;4.9;0;-9;-9;-9
960201323;81198;152056;9.8;0;-9;-9;-9
960201322;81198;151911;43.1;0.01;-9;-9;-9
960201321;81198;151719;90.3;0.01;-9;-9;-9
960201320;81198;151517;150.6;0.83;-9;-9;-9
960201319;81198;151406;155.9;1.28;-9;-9;-9
960201318;81198;151205;216.4;3.49;-9;-9;-9
960201424;81198;212357;5.8;0;-9;-9;-9
960210008;81098;-9;5;-9;0.17;12.717;0.267
960210007;81098;-9;25;-9;0.19;10.643;0.273
960210006;81098;-9;45;-9;0.11;4.387;0.18
960210005;81098;-9;75;-9;0.16;1.853;0.125
960210004;81098;-9;100;-9;0.18;1.157;0.09
960210003;81098;-9;125;-9;0.17;0.443;0.083
960210002;81098;-9;150;-9;0.1;0.177;0.1
960210001;81098;-9;175;-9;0.09;0.107;0.08
970200215;92898;44737;210;1.88;-9;-9;-9
970200214;92898;44637;225.4;2.36;-9;-9;-9
970200213;92898;44547;234.7;2.6;-9;-9;-9
970200212;92898;44447;250.3;3.45;-9;-9;-9
970200211;92898;44337;275.5;5.28;-9;-9;-9
970200322;92898;80422;5;0.01;0.06;-9;-9
970200321;92898;80312;15.8;0;0.06;-9;-9
970200319;92898;80157;25.9;0.01;0.06;-9;-9
970200318;92898;80047;35.8;0.01;0.06;-9;-9
970200317;92898;75937;45.7;0.03;0.05;-9;-9
970200316;92898;75817;59.8;0.02;0.07;-9;-9
970200315;92898;75707;75;0.02;0.13;-9;-9
970200314;92898;75557;85.8;0.01;0.14;-9;-9
970200313;92898;75452;94.8;0;0.17;-9;-9
970200312;92898;75342;105.5;0;0.22;-9;-9
970200311;92898;75237;115.5;0.01;0.21;-9;-9
970200310;92898;75132;125.7;0.12;0.19;-9;-9
970200309;92898;75022;135.3;0.34;0.15;-9;-9
970200308;92898;74912;149.9;0.73;0.07;-9;-9
970200306;92898;74637;175.5;1.26;0.03;-9;-9
970200304;92898;74417;200.7;1.48;0.01;-9;-9
970200410;92898;105103;4.9;-9;0.06;5.07;0.135
970200409;92898;104942;25.1;-9;0.06;5.14;0.155
970200408;92898;104838;45.5;-9;0.07;4.005;0.19
970200407;92898;104717;74.5;-9;0.14;3.74;0.195
970200406;92898;104603;100.4;-9;0.19;1.36;0.105
970200405;92898;104443;124.9;-9;0.22;0.42;0.13
970200404;92898;104323;151;-9;0.1;0.19;0.075
970200403;92898;104158;177.4;-9;0.03;0.05;0.04
970201117;92998;75448;25.5;-9;0.05;-9;-9
970201115;92998;75318;45.5;-9;0.06;-9;-9
970201113;92998;75132;75.4;-9;0.13;-9;-9
970201111;92998;74957;100.5;-9;0.2;-9;-9
970201109;92998;74847;110.6;-9;0.2;-9;-9
970201107;92998;74722;125.6;-9;0.24;-9;-9
970201105;92998;74547;150.7;-9;0.12;-9;-9
970201103;92998;74412;175.7;-9;0.03;-9;-9
970201224;92998;110312;5.7;-0.01;-9;-9;-9
970201223;92998;110102;81.1;0;-9;-9;-9
970201222;92998;105922;122.3;0.01;-9;-9;-9
970201221;92998;105727;181.9;1.39;-9;-9;-9
970201220;92998;105452;278.2;4.25;-9;-9;-9
970201324;92998;165644;5.5;0;-9;-9;-9
970210008;92898;-9;5;-9;0.06;4.48;0.16
970210007;92898;-9;25;-9;0.06;4.585;0.215
970210006;92898;-9;45;-9;0.05;4.105;0.215
970210005;92898;-9;75;-9;0.13;3.03;0.23
970210004;92898;-9;100;-9;0.19;1.215;0.12
970210003;92898;-9;125;-9;0.21;0.42;0.12
970210002;92898;-9;150;-9;0.07;0.145;0.055
970210001;92898;-9;175;-9;0.05;0.11;-9
980200124;101898;173640;5.6;0;-9;-9;-9
980200224;101898;200847;5.9;0;-9;-9;-9
980200223;101898;200639;60.9;0.01;-9;-9;-9
980200222;101898;200518;78.2;0;-9;-9;-9
980200221;101898;200348;109.4;0;-9;-9;-9
980200220;101898;200221;146;0.1;-9;-9;-9
980200219;101898;200116;149.6;0.14;-9;-9;-9
980200522;101998;45852;210.4;1.93;-9;-9;-9
980200521;101998;45710;224.4;2.38;-9;-9;-9
980200520;101998;45610;235;3.77;-9;-9;-9
980200519;101998;45459;250.2;4.45;-9;-9;-9
980200518;101998;45350;274.9;5.91;-9;-9;-9
980200622;101998;80414;4.8;0;-9;-9;-9
980200621;101998;80310;14.9;0;0.06;-9;-9
980200619;101998;80152;25.4;0;0.06;-9;-9
980200618;101998;80055;35;0.01;0.06;-9;-9
980200617;101998;75950;45.1;0;0.06;-9;-9
980200616;101998;75850;60.1;0;0.14;-9;-9
980200615;101998;75741;74.8;0;0.21;-9;-9
980200614;101998;75640;85.8;0;0.23;-9;-9
980200613;101998;75545;95.4;0;0.23;-9;-9
980200612;101998;75440;105.2;0;0.23;-9;-9
980200611;101998;75330;115;0.01;0.19;-9;-9
980200610;101998;75220;125.7;0.11;0.17;-9;-9
980200609;101998;75120;134.9;0.4;0.15;-9;-9
980200608;101998;75020;149.9;0.36;0.1;-9;-9
980200606;101998;74810;175.2;0.84;0.08;-9;-9
980200604;101998;74610;200.2;1.97;0;-9;-9
980200712;101998;105751;5.7;-9;0.07;6.1;0.09
980200711;101998;105634;25.1;-9;0.07;5.3;0.095
980200710;101998;105522;45.5;-9;0.07;4.17;0.11
980200709;101998;105351;75.4;-9;0.18;3.13;0.11
980200708;101998;105231;100.3;-9;-9;1.355;0.05
980200707;101998;105121;125.4;-9;0.21;0.215;0.055
980200706;101998;105003;150;-9;0.1;0.08;0.05
980200705;101998;104730;175.3;-9;0.07;0.04;0.03
980201420;102098;75752;5.2;-9;0.06;-9;-9
980201417;102098;75602;25;-9;0.07;-9;-9
980201415;102098;75354;45.7;-9;0.06;-9;-9
980201413;102098;75211;75.4;-9;0.14;-9;-9
980201411;102098;75041;100.9;-9;0.23;-9;-9
980201409;102098;74916;114.9;-9;0.21;-9;-9
980201407;102098;74801;125.4;-9;0.23;-9;-9
980201406;102098;74641;150.3;-9;0.1;-9;-9
980201405;102098;74631;150.2;-9;0.12;-9;-9
980201403;102098;74455;175.3;-9;0.07;-9;-9
980210008;101998;-9;5;-9;0.08;4.685;0.15
980210007;101998;-9;25;-9;0.07;5.415;0.18
980210006;101998;-9;45;-9;0.07;4.68;0.155
980210005;101998;-9;75;-9;0.18;3.68;0.13
980210004;101998;-9;100;-9;0.23;1.27;0.045
980210003;101998;-9;125;-9;0.18;0.465;0.06
980210002;101998;-9;150;-9;0.12;0.105;0.04
980210001;101998;-9;175;-9;0.1;0.075;0.065
990200224;111098;191849;5.8;-0.01;-9;-9;-9
990200223;111098;191644;45.4;0;-9;-9;-9
990200222;111098;191519;76.6;0;-9;-9;-9
990200221;111098;191359;104.4;0.01;-9;-9;-9
990200220;111098;191234;141.5;0.63;-9;-9;-9
990200219;111098;191039;191.3;2.36;-9;-9;-9
990200217;111098;190709;289.9;10.64;-9;-9;-9
990200515;111198;34836;211.1;5.51;-9;-9;-9
990200514;111198;34729;226.1;6.34;-9;-9;-9
990200513;111198;34630;233.7;7.17;-9;-9;-9
990200512;111198;34526;250.5;8.01;-9;-9;-9
990200511;111198;34416;274.8;9.9;-9;-9;-9
990200510;111198;34307;299.7;12.07;-9;-9;-9
990200622;111198;70340;5.5;-0.01;0.09;-9;-9
990200621;111198;70233;15.6;-0.01;0.09;-9;-9
990200619;111198;70118;25.7;-0.01;0.09;-9;-9
990200618;111198;70011;35.6;-0.01;0.09;-9;-9
990200617;111198;65903;45.7;-0.01;0.11;-9;-9
990200616;111198;65742;60.4;0;0.14;-9;-9
990200615;111198;65622;75.7;0;0.23;-9;-9
990200614;111198;65507;85.6;0.01;0.25;-9;-9
990200613;111198;65358;95.5;0;0.21;-9;-9
990200612;111198;65246;105.3;0.03;0.17;-9;-9
990200611;111198;65136;115.5;0.17;0.14;-9;-9
990200610;111198;65025;125.5;0.37;0.11;-9;-9
990200609;111198;64916;135.4;0.84;0.07;-9;-9
990200608;111198;64758;150.7;1.44;0.05;-9;-9
990200606;111198;64526;175.4;2.55;0.03;-9;-9
990200604;111198;64257;201.3;4.28;0.01;-9;-9
990200810;111198;125241;5;-9;0.09;6.115;0.075
990200809;111198;125045;24.6;-9;0.09;5.48;0.16
990200808;111198;124930;43.9;-9;0.09;3.21;0.08
990200807;111198;124745;75.2;-9;0.19;2.155;0.08
990200806;111198;124615;100.2;-9;0.21;0.6;0.05
990200805;111198;124448;125.1;-9;0.09;0.17;0.04
990200804;111198;124320;149.7;-9;0.05;0.065;0.04
990200803;111198;124147;175.4;-9;0.02;0.05;0.045
990201418;111298;65641;5.5;-9;0.08;-9;-9
990201416;111298;65456;25.6;-9;0.09;-9;-9
990201415;111298;65446;25.6;-9;0.08;-9;-9
990201413;111298;65257;45.9;-9;0.12;-9;-9
990201411;111298;65059;75.7;-9;0.24;-9;-9
990201410;111298;64917;100.7;-9;0.2;-9;-9
990201407;111298;64708;125.3;-9;0.08;-9;-9
990201405;111298;64520;148.5;-9;0.04;-9;-9
990201403;111298;64316;176.5;-9;0.02;-9;-9
990210008;111198;-9;5;-9;0.09;7.07;0.07
990210007;111198;-9;25;-9;0.09;6.06;0.07
990210006;111198;-9;45;-9;0.09;4.055;0.065
990210005;111198;-9;75;-9;0.21;2.015;0.08
990210004;111198;-9;100;-9;0.14;0.595;0.055
990210003;111198;-9;125;-9;0.09;0.19;0.045
990210002;111198;-9;150;-9;0.04;0.07;0.03
1000200124;120898;172857;6;0;-9;-9;-9
1000200224;120898;210607;5.2;0.02;-9;-9;-9
1000200223;120898;210437;50.7;0.01;-9;-9;-9
1000200222;120898;210307;101.1;0;-9;-9;-9
1000200221;120898;210142;136.2;0.31;-9;-9;-9
1000200220;120898;210037;154.1;0.74;-9;-9;-9
1000200219;120898;205912;189.9;1.17;-9;-9;-9
1000200218;120898;205747;230.6;1.55;-9;-9;-9
1000200217;120898;205617;269.4;2.02;-9;-9;-9
1000200515;120998;55442;214;1.4;-9;-9;-9
1000200514;120998;55312;226.1;1.49;-9;-9;-9
1000200513;120998;55147;235.5;1.55;-9;-9;-9
1000200512;120998;55017;251;1.89;-9;-9;-9
1000200511;120998;54847;274.9;2.98;-9;-9;-9
1000200510;120998;54707;299.5;4.03;-9;-9;-9
1000200623;120998;90212;5.9;0;-9;-9;-9
1000200621;120998;90051;15.7;0;0.12;-9;-9
1000200619;120998;85942;25.7;0.01;0.13;-9;-9
1000200618;120998;85842;30.2;0;0.12;-9;-9
1000200617;120998;85727;45.8;0.01;0.12;-9;-9
1000200616;120998;85616;60;0;0.13;-9;-9
1000200615;120998;85456;75.6;0.01;0.17;-9;-9
1000200614;120998;85336;85.6;0;0.18;-9;-9
1000200613;120998;85232;95.8;0;0.18;-9;-9
1000200612;120998;85126;105.6;0;0.17;-9;-9
1000200611;120998;85022;115;0.01;0.18;-9;-9
1000200610;120998;84917;126.3;0.17;0.12;-9;-9
1000200609;120998;84807;136.7;0.39;0.08;-9;-9
1000200608;120998;84642;150.9;0.8;0.05;-9;-9
1000200606;120998;84426;175.5;1.13;0.02;-9;-9
1000200604;120998;84202;200.2;1.44;0;-9;-9
1000200711;120998;114932;5.2;-9;0.12;3.885;0.12
1000200710;120998;114817;25.5;-9;0.11;2.188;0.14
1000200709;120998;114707;46.6;-9;0.11;1.335;0.11
1000200708;120998;114547;74.9;-9;0.13;0.58;0.045
1000200707;120998;114428;100.1;-9;0.16;0.2;0.1
1000200706;120998;114312;126.5;-9;0.17;0.12;0.03
1000200705;120998;114157;150.9;-9;0.07;0.11;0.09
1000200704;120998;114032;175.2;-9;0.03;0.06;0.065
1000200924;120998;180011;5.3;-9;0.14;-9;-9
1000200922;120998;175856;25.5;-9;0.13;-9;-9
1000200920;120998;175746;45.5;-9;0.13;-9;-9
1000200918;120998;175556;76.1;-9;0.13;-9;-9
1000200916;120998;175426;101.3;-9;0.14;-9;-9
1000200914;120998;175256;123.8;-9;0.11;-9;-9
1000200912;120998;175116;149.8;-9;0.06;-9;-9
1000200910;120998;174936;174.7;-9;0.02;-9;-9
1000201213;121598;64204;6;-9;0.12;-9;-9
1000201211;121598;63933;26.1;-9;0.11;-9;-9
1000201210;121598;63800;46;-9;0.12;-9;-9
1000201209;121598;63611;75.8;-9;0.14;-9;-9
1000201208;121598;63425;100.4;-9;0.16;-9;-9
1000201206;121598;63143;125.4;-9;0.12;-9;-9
1000201204;121598;62811;176.8;-9;0.01;-9;-9
1000210008;120998;-9;5;-9;0.1;5.045;0.06
1000210007;120998;-9;25;-9;0.1;1.905;0.06
1000210006;120998;-9;45;-9;0.1;1.765;0.075
1000210005;120998;-9;75;-9;0.14;0.505;0.055
1000210004;120998;-9;100;-9;0.12;0.225;0.035
1000210003;120998;-9;125;-9;0.09;0.17;0.025
1010200124;11299;191812;10.3;0;-9;-9;-9
1010200224;11299;220132;5.4;0;-9;-9;-9
1010200223;11299;215957;51;0.01;-9;-9;-9
1010200222;11299;215818;101.5;0.01;-9;-9;-9
1010200221;11299;215630;165.7;0.52;-9;-9;-9
1010200220;11299;215519;202.3;1.61;-9;-9;-9
1010200219;11299;215334;262.5;4.21;-9;-9;-9
1010200218;11299;215218;291.1;6.79;-9;-9;-9
1010200521;11399;65222;210.6;2.84;-9;-9;-9
1010200520;11399;65117;225.6;3.02;-9;-9;-9
1010200519;11399;65017;234.6;3.58;-9;-9;-9
1010200517;11399;64907;250.4;3.9;-9;-9;-9
